op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For sale,Purvciems,Dzelzavas 13,2,44,4,5,Hrušč.,Brick,All amenities,39000,56.9636785,24.17061674
For rent,Torņakalns,Vienības g. 42,1,22,1,5,Staļina,Masonry,All amenities,250,56.9325267,24.0934535
For rent,Mežciems,Kaivas 33/2,2,58,4,4,Jaun.,Brick-Panel,All amenities,450,56.9541725,24.2443253
For sale,Berģi,Berģu 9,4,72,3,4,Hrušč.,Brick,All amenities,75000,56.99786715,24.27734153
Buying,Purvciems,,,1,11,1,,,,,46.3144754,11.0480288
For rent,Vecrīga,Jēkaba 26/28,5,130,4,5,Renov.,Masonry,All amenities,990,56.952698,24.1051471
For sale,centrs,Antonijas 6a,3,67,2,5,Staļina,Brick,All amenities,113000,56.9573521,24.1102131
Buying,Maskavas priekšpilsēta,,,,21,12,,,,,46.3144754,11.0480288
Buying,Jugla,,,3,33,3,,,,,46.3144754,11.0480288
Buying,Vecmīlgrāvis,,1,99,99,9,,,,,46.3144754,11.0480288
Buying,Vecdaugava,,,4,44,4,,,,,46.3144754,11.0480288
Buying,Beberbeķi,,,,11,1,,,,,46.3144754,11.0480288
Buying,Ķengarags,,,,16,1,,,All amenities,,46.3144754,11.0480288
Buying,Āgenskalns,,2,,9,1,,Masonry,All amenities,,46.3144754,11.0480288
Buying,Dzegužkalns,,1,1,1,1,,,,,46.3144754,11.0480288
Buying,centrs,,,9,99,9,,,,,46.3144754,11.0480288
Buying,Čiekurkalns,,,4,44,4,,,,,46.3144754,11.0480288
Buying,Imanta,,,11,11,1,,,,,46.3144754,11.0480288
Buying,Ķīpsala,,,4,44,4,,,,,46.3144754,11.0480288
Buying,Iļģuciems,,,12,21,12,,,,,46.3144754,11.0480288
Buying,Klīversala,,,4,44,4,,,,,46.3144754,11.0480288
Buying,Zolitūde,,,,99,9,,,,,46.3144754,11.0480288
For sale,Pļavnieki,Saharova 5,2,51,2,9,602,Panel,All amenities,45000,56.934949,24.20128716
For sale,Ziepniekkalns,Bruknas 12,2,60,10,8,119,Panel,All amenities,60000,56.90217635,24.08785815
Change,Ķengarags,Maskavas 427,2,,8,,,Panel,All amenities,,56.8597884,24.3083417
For sale,Teika,Biķernieku 12b,3,67,5,5,Specpr.,Brick-Panel,All amenities,60000,56.9710535,24.1782534
For sale,centrs,Lāčplēša 7,3,88,3,5,Renov.,Masonry,All amenities,275000,56.957715,24.11911096
For sale,Mežciems,Eizenšteina 77,2,50,1,9,602,Panel,All amenities,49000,56.96052845,24.23381273
For rent,centrs,Tomsona 33a,3,75.9,4,5,Specpr.,Brick,All amenities,500,56.9666958,24.12762192
For rent,Zolitūde,Zolitūdes 75,2,75,3,6,Jaun.,Masonry,All amenities,600,56.94174375,24.00420899
For rent,Purvciems,Purvciema 53,1,43,3,9,Specpr.,Panel,All amenities,25,56.9543228,24.17910595
For rent,Āgenskalns,Smiļģa 27,1,30,1,2,P. kara,Wood,Partial amenities,150,56.9348145,24.0753412
For rent,centrs,Miķeļa 1,3,96,3,5,Specpr.,Brick-Panel,All amenities,580,56.95596325,24.1001553
For sale,Šampēteris-Pleskodāle,Irlavas 26a,3,65,1,5,103,Brick-Panel,All amenities,53000,56.93967905,24.03363886
For rent,Teika,Pudiķa 13,1,28,3,3,P. kara,Brick,All amenities,270,56.9766839,24.18143795
For rent,centrs,Lāčplēša 127,2,95,3,3,Renov.,Brick,All amenities,850,56.9468471,24.133767
For sale,Ķengarags,Maskavas 313,1,37,2,12,M. ģim.,Panel-Brick,All amenities,32000,56.8597884,24.3083417
For sale,Āgenskalns,Pārslas 6,1,34,1,4,P. kara,Wood,All amenities,14500,56.9358257,24.06180012
For rent,centrs,Tallinas 77,1,32,2,5,Renov.,Brick,All amenities,29,56.9573204,24.1472618
For sale,Purvciems,Purvciema 53,1,42,4,9,M. ģim.,Panel,All amenities,43000,56.9543228,24.17910595
For sale,Vecrīga,Kalēju 14,3,90,4,5,P. kara,Masonry,All amenities,268800,56.9483908,24.11070826
For sale,centrs,Kalēju 74,3,73,6,7,Jaun.,Masonry,All amenities,168000,56.945456,24.1115799
Renting,Zasulauks,,7,,,,,,,,46.3144754,11.0480288
For sale,Jugla,Murjāņu 56,2,45,5,5,LT proj.,Panel-Brick,All amenities,44000,56.97782785,24.25241215
For sale,Imanta,Dubultu 19,2,51,5,5,LT proj.,Panel,All amenities,57000,56.95623425,24.00432958
For rent,Sarkandaugava,Hāpsalas 6,1,34,2,9,602,Panel,All amenities,280,56.9992634,24.12264699
For sale,centrs,Ganu 6,4,115,1,6,Renov.,Masonry,All amenities,140000,56.96172495,24.10970559
For sale,Imanta,Anniņmuižas bulvāris 52,3,62,1,9,602,Panel,All amenities,52500,56.95911535,24.00954418
For sale,centrs,Grostonas 25,4,110,18,22,Jaun.,Panel,All amenities,325000,56.9721458,24.12580066
For sale,Mežciems,Biķernieku 160,3,73,1,5,Jaun.,Panel,All amenities,115000,56.9569585,24.2536804
For rent,Dārzciems,Līvānu 1,2,42,2,2,Hrušč.,Brick,All amenities,280,56.93111235,24.17581966
For sale,Imanta,Slokas 132,3,62,8,9,602,Panel,All amenities,57000,56.9635463,24.0097403
For rent,Ķengarags,Maskavas 252,2,48,3,5,LT proj.,Panel,All amenities,25,56.9136866,24.17313345
For sale,Teika,Krustabaznīcas 5,2,36,2,1,P. kara,Masonry,Partial amenities,16500,56.9831771,24.1946415
For sale,Vecmīlgrāvis,Meldru 12,2,42,5,5,Hrušč.,Brick,All amenities,29000,57.0301906,24.09970765
For sale,Vecmīlgrāvis,Emmas 11,3,56,5,5,LT proj.,Panel,All amenities,35000,57.02968905,24.1086645
For rent,centrs,Zvaigžņu 24,1,20,5,6,P. kara,Masonry,All amenities,25,56.9607411,24.1497716
For sale,Ķengarags,Glūdas 2,2,44,3,5,LT proj.,Panel,All amenities,57000,56.91126875,24.17348597
For sale,Ķengarags,Maskavas 258/2,1,34,2,5,Hrušč.,Brick,All amenities,30000,56.94476985,24.11334617
For rent,Pļavnieki,Deglava 122,3,76,5,9,119,Panel,All amenities,400,56.94708265,24.19762764
For sale,Ziepniekkalns,Ozolciema 16,3,76,8,10,119,Panel,All amenities,78000,56.9008066,24.0862562
For sale,centrs,Artilērijas 59,2,40,2,2,P. kara,Wood,All amenities,45000,56.95559025,24.14631027
For rent,Torņakalns,Garozes 17,1,38,1,5,M. ģim.,Panel,All amenities,250,56.9179738,24.1007132
For rent,Āgenskalns,Vīlipa 12,3,87,9,9,Jaun.,Panel-Brick,All amenities,600,56.94825305,24.05532856
For sale,Ziepniekkalns,Īslīces 3,5,140,3,10,119,Panel,All amenities,105000,56.9004074,24.08374229
For rent,Ķengarags,Kaņiera 14,1,30,6,12,Čehu pr.,Brick-Panel,All amenities,330,56.91430155,24.16862746
For rent,Purvciems,Dzelzavas 23,1,34,8,9,602,Panel,All amenities,35,56.9601343,24.17653882
For sale,Ķengarags,Prūšu 20,2,43,5,5,Hrušč.,Brick,All amenities,39000,56.91425235,24.18548334
For sale,Ziepniekkalns,Ozolciema 18,3,77,2,9,119,Panel,All amenities,79000,56.89859735,24.0876708
For rent,centrs,Grostonas 25,2,66,14,24,Jaun.,Panel,All amenities,690,56.9721458,24.12580066
For rent,centrs,Pērnavas 19,1,25,2,5,Specpr.,Masonry,All amenities,240,56.9629237,24.1513342
For rent,Āgenskalns,Vīlipa 12,3,104,6,10,Jaun.,Panel-Brick,All amenities,800,56.94825305,24.05532856
For sale,Purvciems,Stirnu 4,4,88,2,12,Jaun.,Brick,All amenities,128000,56.9513344,24.184393
For sale,Purvciems,Stirnu 4,3,88,2,12,Jaun.,Brick,All amenities,128000,56.9513344,24.184393
For sale,centrs,Pērnavas 1,2,51,5,5,Staļina,Masonry,All amenities,79000,56.96664995,24.1481856
For sale,centrs,Brīvības 100,4,145,4,5,P. kara,Masonry,All amenities,210000,56.9607613,24.13265838
For sale,Teika,Zālīša 1,1,33,4,5,Specpr.,Brick-Panel,All amenities,35500,56.97184175,24.17640824
For sale,Āgenskalns,M. Nometņu 76,2,30,1,2,Renov.,Wood,All amenities,21500,56.9372249,24.05922274
For sale,Iļģuciems,Šauļu 2b,2,46,2,3,Hrušč.,Brick-Panel,All amenities,47000,56.96666715,24.05931437
For rent,centrs,Matīsa 46a,2,62,4,5,Jaun.,Brick-Panel,All amenities,750,56.9547609,24.1379234
For rent,Ķīpsala,Balasta d. 36,4,90,2,2,Jaun.,Masonry,All amenities,1500,56.9489344,24.0882804
For sale,Purvciems,Ķeguma 45,1,42,4,5,M. ģim.,Panel,All amenities,35900,56.96328655,24.1970465
For sale,Purvciems,Dzelzavas 81,3,59,2,9,467,Panel,All amenities,54500,56.95714135,24.20117228
Renting,Āgenskalns,,,,,,,,,,46.3144754,11.0480288
Renting,Teika,,,,,,,,,,46.3144754,11.0480288
Renting,Iļģuciems,,,,,,,,,,46.3144754,11.0480288
Renting,Jugla,,,,,,,,,,46.3144754,11.0480288
Renting,Sarkandaugava,,,,,,,,,,46.3144754,11.0480288
Renting,Mežciems,,,,,,,,,,46.3144754,11.0480288
Renting,Zolitūde,,7,,,,,,,,46.3144754,11.0480288
Renting,Maskavas priekšpilsēta,,,,,,,,,,46.3144754,11.0480288
For rent,Imanta,Imantas 1. l. 49,1,27.5,2,5,LT proj.,Panel,All amenities,219,NaN,NaN
For sale,centrs,Birznieka-Upīša 20,5,120,4,5,P. kara,Masonry,All amenities,135600,56.9492707,24.1290193
For rent,centrs,Kaļķu 6,2,72,2,4,P. kara,Masonry,All amenities,550,56.9485304,24.1085148
For rent,Sarkandaugava,Tilta 3,1,35,1,5,103,Panel-Brick,All amenities,230,56.99504395,24.12701031
For sale,Āgenskalns,M. Nometņu 76,2,49,2,2,Renov.,Wood,All amenities,34300,56.9372249,24.05922274
Buying,Ziepniekkalns,,3,,,,,,All amenities,,46.3144754,11.0480288
For sale,Vecmīlgrāvis,Kāvu 5a,1,34,1,2,Hrušč.,Brick,All amenities,37000,57.03423215,24.10036775
For rent,centrs,Eksporta 2,1,20,1,5,P. kara,Masonry,All amenities,125,56.95619685,24.09881962
For rent,Āgenskalns,Cieceres 5,2,43,3,3,Staļina,Masonry,All amenities,320,56.93178985,24.07608742
For sale,Āgenskalns,Vīlipa 3,2,55,2,2,Renov.,Wood,All amenities,62000,56.94731475,24.06091526
For sale,centrs,Blaumaņa 34,3,58,1,3,Renov.,Masonry,All amenities,87000,56.9518761,24.1257094
For sale,Āgenskalns,Ernestīnes 15,3,98,2,2,Renov.,Wood,All amenities,160000,56.9414334,24.0708978
For sale,Āgenskalns,Kuldīgas 32,2,51,4,4,Renov.,Masonry,All amenities,66000,56.9474705,24.0604076
For rent,centrs,Čaka 117/1,3,61,2,6,Renov.,Masonry,All amenities,500,56.9626863,24.1480584
For sale,Āgenskalns,Kuldīgas 32,2,52.3,4,4,Renov.,Masonry,All amenities,67990,56.9474705,24.0604076
For sale,Vecrīga,Šķūņu 6,1,12,2,4,P. kara,Masonry,All amenities,44990,56.9487783,24.1075908
For sale,Vecrīga,Šķūņu 6,2,25,2,4,P. kara,Masonry,All amenities,69990,56.9487783,24.1075908
Buying,Dzegužkalns,,3,,,,,,,,46.3144754,11.0480288
Buying,centrs,,,,,,,,,,46.3144754,11.0480288
For rent,centrs,Vaļņu 35,3,64,2,5,Renov.,Brick,All amenities,600,56.9472036,24.1135378
For sale,Purvciems,Dzelzavas 38,1,49,11,16,104,Panel,All amenities,44000,56.9583699,24.1789809
For sale,Purvciems,Pūces 31,3,110,2,3,Jaun.,Brick-Panel,All amenities,175000,56.9546261,24.18719455
For sale,centrs,Dzirnavu 60,2,74.4,4,5,P. kara,Masonry,All amenities,135000,56.9544354,24.1200833
For rent,Torņakalns,Satiksmes 4,2,44,1,2,Priv. m.,Wood,All amenities,280,56.9269604,24.09206146
For sale,centrs,Bruņinieku 93,3,82,2,4,P. kara,Masonry,All amenities,90000,56.9510945,24.14202167
For sale,Teika,Brīvības gatve 313,4,131,2,6,Specpr.,Panel-Brick,All amenities,110000,56.98279245,24.19636688
For rent,Āgenskalns,Kalnciema 39b,2,58,2,4,P. kara,Masonry,All amenities,450,56.9453372,24.0731765
For rent,Iļģuciems,Grīvas 17,1,30,4,5,Hrušč.,Brick,All amenities,230,56.96548875,24.04929822
For sale,Dārzciems,Nīcgales 38,2,46,3,5,103,Brick-Panel,All amenities,46000,56.94805795,24.17084429
Buying,Āgenskalns,,2,,,,,,,,46.3144754,11.0480288
For rent,Imanta,M. Krūmu 28,3,89,3,4,Jaun.,Brick-Panel,All amenities,50,56.9617208,24.0058213
For sale,Šampēteris-Pleskodāle,Stendes 7,1,18,3,3,Specpr.,Brick,All amenities,10950,56.9399149,24.0365127
Buying,Sarkandaugava,,2,,,,,,,,46.3144754,11.0480288
For rent,centrs,Vagonu 22,1,25,5,5,Renov.,Brick,All amenities,23,56.94863315,24.1500322
Buying,Ķengarags,,2,,,,,,,,46.3144754,11.0480288
For sale,Mežciems,Mežciema 26,3,55,2,5,LT proj.,Panel,All amenities,48300,56.9727809,24.23367245
For sale,Iļģuciems,Baltā 9,1,30,1,4,Specpr.,Brick,All amenities,25900,56.96824655,24.0661635
For rent,centrs,Ģertrūdes 107,1,13,5,5,P. kara,Masonry,All amenities,150,56.94970365,24.13818366
For sale,Imanta,Kleistu 21,2,50,5,9,602,Panel,All amenities,57500,56.96459075,24.0241874
For rent,centrs,Valdemāra 41a,2,41,2,7,Jaun.,Panel-Brick,All amenities,670,56.9721861,24.1343196
For sale,Imanta,Anniņmuižas bulvāris 43,3,112,21,24,Jaun.,Masonry,All amenities,147000,56.9590306,24.01388704
Buying,Iļģuciems,,5,,,,,,,,46.3144754,11.0480288
For sale,centrs,Skolas 12a,3,220,5,6,Renov.,Masonry,All amenities,299000,48.2969502,-100.7081938
For sale,Klīversala,Kuģu 15,3,86,2,3,Renov.,Brick,All amenities,310000,56.94308385,24.09555215
For sale,Purvciems,Stirnu 49a,2,37,5,5,LT proj.,Panel,All amenities,38000,56.9624521,24.19145698
For sale,centrs,Brīvības 103,3,100,6,6,P. kara,Brick,All amenities,125999,56.9614331,24.1331108
For sale,Klīversala,Kuģu 15,2,61,1,3,Renov.,Brick,All amenities,185000,56.94308385,24.09555215
For rent,centrs,Vīlandes 10,3,106,4,5,Renov.,Brick,All amenities,800,56.9603826,24.10228204
For rent,centrs,Vīlandes 10,4,155,2,6,Renov.,Brick,All amenities,1200,56.9603826,24.10228204
For sale,Mežciems,Eizenšteina 71,3,63,9,9,602,Panel,All amenities,54900,56.9609321,24.23268773
For sale,Jugla,Silciema 13/3,1,33,2,5,LT proj.,Panel,All amenities,35000,56.9826782,24.2406588
For sale,Ķengarags,Maltas 21,2,49,1,5,LT proj.,Panel,All amenities,40500,56.909529,24.18623806
For sale,centrs,Strēlnieku 4b,2,46,5,6,Jaun.,Masonry,All amenities,149500,56.9605444,24.1100298
For rent,Mežaparks,Visbijas pr. 17,5,165,2,3,Renov.,Masonry,All amenities,1500,NaN,NaN
For rent,Teika,Vairoga 48,2,52,1,2,P. kara,Brick,All amenities,450,56.96821235,24.17499306
For sale,Klīversala,Kuģu 15,3,126,5,7,Jaun.,Masonry,All amenities,590000,56.94308385,24.09555215
For sale,centrs,Antonijas 15,3,82,3,6,P. kara,Masonry,All amenities,136000,56.95954305,24.11287408
For sale,Klīversala,Kuģu 15,4,126,3,6,Jaun.,Masonry,All amenities,550000,56.94308385,24.09555215
For sale,Klīversala,Kuģu 15,4,115,6,6,Jaun.,Masonry,All amenities,550000,56.94308385,24.09555215
For sale,Ķengarags,Prūšu 4,2,42,4,5,Jaun.,Panel,All amenities,52832,56.9146747,24.18150793
For sale,Āgenskalns,Gregora 6,3,60,3,5,LT proj.,Panel,All amenities,60000,56.945795,24.0521562
For sale,Klīversala,Kuģu 15,3,98,3,6,Jaun.,Masonry,All amenities,375000,56.94308385,24.09555215
For sale,Mangaļi,Ostas pr. 4,2,47,5,5,Hrušč.,Brick,All amenities,42000,NaN,NaN
For sale,Vecmīlgrāvis,Emmas 5,3,56,5,5,LT proj.,Panel,All amenities,35500,57.02873485,24.1082808
For sale,Vecmīlgrāvis,Baltāsbaznīcas 34,4,89,3,5,103,Brick-Panel,All amenities,86000,57.03641915,24.09373775
For sale,Klīversala,Kuģu 15,2,41,2,6,Jaun.,Masonry,All amenities,140000,56.94308385,24.09555215
For sale,centrs,Matīsa 82,1,18,2,2,P. kara,Wood,Partial amenities,8200,56.95092055,24.14612482
For rent,Āgenskalns,Lielirbes 13,3,90,17,30,Jaun.,Masonry,All amenities,650,56.9334996,24.0424848
For rent,centrs,Skanstes 29a,4,105,4,24,Jaun.,Panel,All amenities,1000,56.9722229,24.1239787
For sale,centrs,Barona 92a,1,32,1,2,Renov.,Wood,All amenities,61000,56.9667799,24.150157
For rent,centrs,Blaumaņa 3,4,200,5,5,Renov.,Masonry,All amenities,2900,56.95530025,24.12213498
For rent,Āgenskalns,Kuģu 26,3,82,1,5,Jaun.,Brick-Panel,All amenities,750,56.94553165,24.09232738
For rent,centrs,Jēkaba 26/28,5,130,4,5,Renov.,Masonry,All amenities,990,56.952698,24.1051471
For sale,Šampēteris-Pleskodāle,Lielirbes 11,3,93,5,27,Specpr.,Panel,All amenities,150000,56.9340645,24.0436381
For rent,Āgenskalns,Kuģu 28,5,175,1,5,Jaun.,Panel,All amenities,3500,56.9434633,24.0953686
For rent,Teika,Brīvības gatve 293,3,83,4,5,Jaun.,Masonry,All amenities,830,56.9730973,24.1660728
For sale,centrs,Ģertrūdes 99,3,66,5,6,P. kara,Masonry,All amenities,112183,56.94999685,24.1364139
For sale,Purvciems,Ilūkstes 107,3,59,9,9,467,Panel,All amenities,57500,56.95369015,24.1977413
For sale,Teika,Pudiķa 24,4,137,1,2,P. kara,Masonry,All amenities,180000,56.97638375,24.17944935
For sale,centrs,Marijas 16,2,45,7,7,Renov.,Masonry,All amenities,103730,56.9505796,24.1255938
For sale,centrs,Lāčplēša 13,3,83,2,6,Renov.,Masonry,All amenities,198960,56.9567777,24.1207762
For sale,centrs,Valdemāra 23,5,164,4,6,Renov.,Masonry,All amenities,495000,56.9570587,24.1144353
For sale,centrs,Jeruzalemes 10,3,109,6,6,Jaun.,Masonry,All amenities,295000,56.9578148,24.1142082
Buying,Mežciems,,4,,,,602,,All amenities,,46.3144754,11.0480288
For sale,Ziepniekkalns,Īslīces 3,5,140,3,9,119,Panel,All amenities,105000,56.9004074,24.08374229
For sale,Zolitūde,Bieziņa 12,3,75,3,10,119,Panel,All amenities,90000,56.9455284,24.02422657
For sale,Ķengarags,Maskavas 315,1,32,3,12,Specpr.,Brick,All amenities,29500,56.8597884,24.3083417
For sale,Imanta,Kurzemes pr. 40,2,50,1,5,LT proj.,Panel-Brick,All amenities,45500,NaN,NaN
Buying,Ķengarags,Lokomotīves 48,1,30,2,4,LT proj.,Panel,All amenities,,56.90837855,24.20066605
Other,Ķengarags,Ikšķiles 2,3,48,4,9,Renov.,Panel-Brick,All amenities,47990,56.900848,24.2053592
For sale,Jaunciems,Jaunciema g. 182,2,40,5,5,Hrušč.,Masonry,All amenities,42000,57.034118,24.1267927
For sale,centrs,Miera 91,1,85,7,7,P. kara,Masonry,All amenities,125000,56.9730971,24.1414532
For sale,Imanta,Slokas 173,3,54,5,1,LT proj.,Panel,All amenities,68800,56.9605352,24.027318
For sale,Ziepniekkalns,Zaļenieku 40,1,13,5,5,Hrušč.,Masonry,All amenities,6800,56.9050604,24.10057565
For sale,Mežciems,Gaiļezera 4,3,64,4,9,602,Panel,All amenities,55000,56.967948,24.23515863
For sale,Mežciems,Eizenšteina 53,4,78,9,2,602,Panel,All amenities,83500,56.9640876,24.2352214
For sale,Ziepniekkalns,Liesmas 4,2,62,1,5,Jaun.,Panel,All amenities,91900,56.8970109,24.08743237
For sale,Pļavnieki,Ulbrokas 6,1,39,5,5,M. ģim.,Brick-Panel,All amenities,33000,56.94071245,24.21721819
For sale,centrs,Blaumaņa 12,3,64,4,6,Renov.,Masonry,All amenities,152475,56.9548306,24.1221141
For rent,centrs,Lāčplēša 62,3,75,1,5,P. kara,Brick,All amenities,700,56.9510949,24.1313031
For sale,centrs,Ausekļa 3,3,73,1,5,P. kara,Brick,All amenities,99500,56.9600455,24.09976264
For sale,Purvciems,Stirnu 1,2,51.1,1,9,Jaun.,Brick,All amenities,68900,56.9509837,24.18337314
For rent,Pļavnieki,Ilūkstes 26,1,21,1,5,M. ģim.,Brick-Panel,All amenities,225,56.94293985,24.1963395
For sale,Purvciems,Stirnu 20a,2,52,3,5,Jaun.,Masonry,All amenities,115000,56.9650621,24.1952933
For sale,centrs,Valdemāra 77,2,56,5,6,P. kara,Brick,All amenities,112000,56.9626669,24.1240534
Renting,Pļavnieki,,,,,,,,,,46.3144754,11.0480288
For sale,centrs,Lienes 27,2,55,1,2,P. kara,Wood,All amenities,32500,56.95185735,24.15006807
For sale,Pļavnieki,Pļavnieku 9,2,51,9,10,Specpr.,Brick-Panel,All amenities,69900,56.94203495,24.21275137
For rent,Ziepniekkalns,Ozolciema 12,1,12,1,1,119,Panel,All amenities,150,56.90028665,24.08507823
For sale,Pļavnieki,Grestes 4,3,62,7,9,602,Panel,All amenities,59000,56.93637855,24.20663075
For sale,Vecmīlgrāvis,Rūpnīcas 15,2,35,1,2,P. kara,Wood,Partial amenities,7490,57.031049,24.1149882
For sale,centrs,Matīsa 82,3,55,2,2,P. kara,Wood,Partial amenities,17690,56.95092055,24.14612482
For rent,Ķengarags,Salaspils 2,1,33,6,9,467,Panel,All amenities,27,56.9313316,24.16972082
For sale,Pļavnieki,Deglava 108,4,97,9,9,119,Panel,All amenities,109000,56.94719075,24.18675673
For rent,Purvciems,Marsa g. 10,3,67,1,5,LT proj.,Panel,All amenities,350,56.9518384,24.1999196
For sale,Āgenskalns,Kalnciema 114,3,66,4,5,103,Brick-Panel,All amenities,57000,56.9359249,24.04209205
For sale,Šampēteris-Pleskodāle,Kalnciema 114,3,66,4,5,103,Brick-Panel,All amenities,57000,56.9359249,24.04209205
For rent,Purvciems,Madonas 21,2,63,16,5,Specpr.,Panel-Brick,All amenities,300,56.9609919,24.1711495
Renting,Šampēteris-Pleskodāle,,,,,,,,,,46.3144754,11.0480288
For rent,centrs,Matīsa 41c,2,40,1,5,P. kara,Masonry,All amenities,400,56.9559593,24.1377371
For rent,centrs,Matīsa 35a,2,74,4,4,Renov.,Masonry,All amenities,850,56.9581178,24.1311146
For sale,centrs,Matīsa 41c,2,41,1,5,P. kara,Masonry,All amenities,65200,56.9559593,24.1377371
Buying,Pļavnieki,,7,,,,,,,,46.3144754,11.0480288
Buying,Mežciems,,7,,,,,,,,46.3144754,11.0480288
Buying,Sarkandaugava,,7,,,,,,,,46.3144754,11.0480288
Buying,centrs,,2,60,2,5,,,,,46.3144754,11.0480288
For sale,centrs,Dzirnavu 92,6,290,2,5,P. kara,Masonry,All amenities,395000,56.9504863,24.1240734
For sale,centrs,Tallinas 86,3,68,2,5,Renov.,Brick,All amenities,135000,56.95652115,24.1476809
For sale,centrs,Sapieru 3b,1,33,5,5,Renov.,Brick,All amenities,75000,56.9630577,24.1531056
For sale,centrs,Valdemāra 53,1,44,2,5,P. kara,Masonry,All amenities,87500,56.9596205,24.1190117
For sale,centrs,Skanstes 29,1,51,5,23,Jaun.,Masonry,All amenities,99000,56.9726415,24.12503048
For rent,Šampēteris-Pleskodāle,Lielirbes 13,2,68,17,30,Jaun.,Panel-Brick,All amenities,500,56.9334996,24.0424848
For sale,centrs,Lāčplēša 13,5,129,5,6,Renov.,Masonry,All amenities,255715,56.9567777,24.1207762
For sale,centrs,Lāčplēša 13,5,92,4,6,Renov.,Masonry,All amenities,183677,56.9567777,24.1207762
For sale,centrs,Lāčplēša 13,3,85,3,6,Renov.,Masonry,All amenities,187660,56.9567777,24.1207762
For sale,centrs,Lāčplēša 13,2,61,3,6,Renov.,Masonry,All amenities,140070,56.9567777,24.1207762
For sale,Ķengarags,Izvaltas 6,1,39,3,5,M. ģim.,Panel,All amenities,30750,56.91192745,24.17994935
For rent,Vecmīlgrāvis,Sniega 3,1,36,1,4,Jaun.,Brick,All amenities,350,57.03465345,24.09803221
For rent,Teika,Biķernieku 16a,2,56,3,5,Jaun.,Masonry,All amenities,600,56.9707462,24.1809297
For sale,centrs,Zaļā 10,3,87,2,5,P. kara,Masonry,All amenities,168800,56.9594676,24.115743
For sale,centrs,Brīvības iela 136,3,81,2,5,P. kara,Masonry,All amenities,99600,56.9636061,24.1388658
Change,Purvciems,Viršu 1,1,40,4,9,119,Panel,All amenities,,56.95276255,24.17654437
